Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Inactive duration (ms),Walking duration (ms),Running duration (ms)
17:30:00.000-07:00,17:45:00.000-07:00,,16.296875,,,,,,,,900000,,
17:45:00.000-07:00,18:00:00.000-07:00,,16.296875,,,,,,,,900000,,
18:00:00.000-07:00,18:15:00.000-07:00,,16.296875,,,,,,,,900000,,
18:15:00.000-07:00,18:30:00.000-07:00,,16.296875,,,,,,,,900000,,
18:30:00.000-07:00,18:45:00.000-07:00,,16.296875,,,,,,,1,900000,,
18:45:00.000-07:00,19:00:00.000-07:00,,16.296875,,,,,,,18,900000,,
19:00:00.000-07:00,19:15:00.000-07:00,,16.296875,,,,,,,,900000,,
19:15:00.000-07:00,19:30:00.000-07:00,,16.296875,,,,,,,,900000,,
19:30:00.000-07:00,19:45:00.000-07:00,,16.296875,,,,,,,,900000,,
19:45:00.000-07:00,20:00:00.000-07:00,,16.296875,,,,,,,,900000,,
20:00:00.000-07:00,20:15:00.000-07:00,,16.296875,,,,,,,22,900000,,
20:15:00.000-07:00,20:30:00.000-07:00,,16.296875,,,,,,,10,900000,,
20:30:00.000-07:00,20:45:00.000-07:00,,16.296875,,,,,,,14,900000,,
20:45:00.000-07:00,21:00:00.000-07:00,1,16.296875,48.32874298095703,,,0.31382301449775696,0.31382301449775696,0.31382301449775696,87,900000,,
21:00:00.000-07:00,21:15:00.000-07:00,,16.296875,,,,,,,1,900000,,
21:15:00.000-07:00,21:30:00.000-07:00,,16.296875,,,,,,,0,900000,,
21:30:00.000-07:00,21:45:00.000-07:00,,16.296875,,,,,,,,900000,,
21:45:00.000-07:00,22:00:00.000-07:00,,16.296875,,,,,,,,900000,,
22:00:00.000-07:00,22:15:00.000-07:00,,16.296875,,,,,,,,900000,,
22:15:00.000-07:00,22:30:00.000-07:00,,16.296875,,,,,,,,900000,,
22:30:00.000-07:00,22:45:00.000-07:00,,16.296875,,,,,,,19,900000,,
22:45:00.000-07:00,23:00:00.000-07:00,,16.296875,,,,,,,,900000,,
23:00:00.000-07:00,23:15:00.000-07:00,,16.296875,,,,,,,4,900000,,
23:15:00.000-07:00,23:30:00.000-07:00,,16.296875,,,,,,,,900000,,
23:30:00.000-07:00,23:45:00.000-07:00,,16.296875,,,,,,,,900000,,
23:45:00.000-07:00,00:00:00.000-07:00,,16.296875,,,,,,,,900000,,
